province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
Quebec,27,A man,Master's degree,Don't know/ Prefer not to answer,1,0,8,Certain to vote,18-29
Alberta,24,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,18-29
Ontario,51,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,50-59
Nova Scotia,56,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,3,Likely to vote,50-59
British Columbia,37,A woman,Some university,Liberal Party,1,0,7,Likely to vote,30-39
Alberta,69,A man,Professional degree or doctorate,Conservative Party,0,1,8,Certain to vote,60-69
British Columbia,57,A man,Some university,Liberal Party,1,0,7,Likely to vote,50-59
Ontario,73,A man,Professional degree or doctorate,Liberal Party,1,0,10,Certain to vote,70-79
Ontario,53,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,8,Likely to vote,50-59
Ontario,37,A man,Completed secondary/ high school,NA,NA,NA,6,Unlikely to vote,30-39
Alberta,44,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
British Columbia,35,A woman,Some secondary/ high school,ndp,1,0,7,Likely to vote,30-39
Ontario,60,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,60-69
Alberta,73,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,70-79
Ontario,25,A woman,Bachelor's degree,ndp,0,0,7,Certain to vote,18-29
Manitoba,25,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,18-29
Manitoba,49,A woman,Bachelor's degree,Conservative Party,0,1,8,Likely to vote,40-49
Saskatchewan,46,A man,"Some technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,40-49
Ontario,22,A woman,Bachelor's degree,Liberal Party,1,0,0,Certain to vote,18-29
Ontario,52,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,50-59
Alberta,25,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,18-29
British Columbia,32,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,30-39
Alberta,63,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,5,Certain to vote,60-69
Manitoba,48,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,40-49
British Columbia,44,A man,"Some technical, community college, CEGEP, College Classique",Green Party,0,1,2,Likely to vote,40-49
Quebec,63,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
British Columbia,26,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,18-29
Ontario,47,A woman,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,40-49
Alberta,21,A woman,Completed secondary/ high school,Conservative Party,0,1,3,Likely to vote,18-29
Nova Scotia,65,A woman,Master's degree,ndp,1,0,9,Certain to vote,60-69
Alberta,78,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,70-79
Quebec,24,A woman,Some secondary/ high school,ndp,0,0,10,Certain to vote,18-29
Ontario,59,A man,Completed secondary/ high school,Green Party,1,1,4,Certain to vote,50-59
British Columbia,38,A woman,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,30-39
Ontario,46,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,40-49
Nova Scotia,20,A woman,Bachelor's degree,Green Party,1,0,8,Certain to vote,18-29
Quebec,50,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,50-59
British Columbia,40,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,4,Certain to vote,40-49
British Columbia,45,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,40-49
Quebec,77,A man,Completed secondary/ high school,Liberal Party,1,0,7,Certain to vote,70-79
Ontario,51,A woman,Bachelor's degree,Green Party,1,1,10,Certain to vote,50-59
Quebec,46,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,40-49
Newfoundland and Labrador,38,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
Ontario,30,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Likely to vote,30-39
Ontario,72,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
British Columbia,59,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,50-59
Alberta,20,A woman,Completed secondary/ high school,NA,NA,NA,NA,Don't know/ Prefer not to answer,18-29
New Brunswick,42,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,40-49
Ontario,60,A man,Some secondary/ high school,ndp,0,0,7,Certain to vote,60-69
New Brunswick,40,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,40-49
Ontario,52,A woman,Some university,ndp,0,0,9,Certain to vote,50-59
British Columbia,56,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,1,1,10,Certain to vote,50-59
Ontario,29,A man,Master's degree,Liberal Party,1,0,4,Certain to vote,18-29
Manitoba,39,A woman,Some secondary/ high school,ndp,0,0,7,Certain to vote,30-39
Alberta,29,A man,No schooling,Conservative Party,0,1,10,Certain to vote,18-29
Ontario,68,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
Ontario,69,A man,Some university,Conservative Party,0,1,NA,Certain to vote,60-69
Ontario,66,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,60-69
Ontario,30,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
Quebec,56,A man,Bachelor's degree,Conservative Party,0,1,4,Certain to vote,50-59
Quebec,52,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,50-59
Newfoundland and Labrador,18,A man,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,18-29
Alberta,28,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,4,Likely to vote,18-29
Quebec,57,A man,Some secondary/ high school,Liberal Party,1,0,7,Certain to vote,50-59
Quebec,55,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,50-59
Alberta,53,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,8,Certain to vote,50-59
Alberta,47,A man,Completed secondary/ high school,Conservative Party,0,1,7,Likely to vote,40-49
Quebec,58,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,50-59
British Columbia,74,A man,Some university,Conservative Party,0,1,8,Certain to vote,70-79
Quebec,50,A man,Some university,Don't know/ Prefer not to answer,0,0,3,Certain to vote,50-59
Saskatchewan,30,A woman,Bachelor's degree,Conservative Party,0,1,3,Certain to vote,30-39
British Columbia,61,A man,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,7,Likely to vote,60-69
Quebec,30,A woman,Bachelor's degree,Liberal Party,1,0,NA,Certain to vote,30-39
Quebec,38,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,30-39
Quebec,48,A woman,Bachelor's degree,Liberal Party,1,0,NA,Certain to vote,40-49
Quebec,43,A woman,Completed secondary/ high school,Bloc Québécois,0,1,0,Certain to vote,40-49
Ontario,31,A woman,Completed secondary/ high school,Green Party,0,0,7,Certain to vote,30-39
British Columbia,18,A woman,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,18-29
Quebec,60,A woman,No schooling,ndp,0,1,5,Certain to vote,60-69
Manitoba,75,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,70-79
Ontario,49,A man,Some university,ndp,0,0,9,Certain to vote,40-49
Ontario,35,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,5,Certain to vote,30-39
Ontario,32,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
British Columbia,75,A woman,Some university,ndp,0,0,10,Certain to vote,70-79
Ontario,59,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,50-59
Ontario,37,A woman,Professional degree or doctorate,Liberal Party,1,0,9,Certain to vote,30-39
Ontario,68,A man,Master's degree,Conservative Party,0,1,10,Certain to vote,60-69
Ontario,71,A woman,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,70-79
Ontario,44,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,40-49
Ontario,71,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,9,Certain to vote,70-79
Ontario,75,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
British Columbia,41,A woman,Bachelor's degree,Liberal Party,1,0,6,Certain to vote,40-49
Quebec,45,A woman,Bachelor's degree,ndp,0,0,5,Certain to vote,40-49
Ontario,30,A man,Bachelor's degree,Conservative Party,0,1,NA,Certain to vote,30-39
Alberta,23,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Likely to vote,18-29
Nova Scotia,67,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,8,Certain to vote,60-69
Quebec,69,A woman,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,60-69
Quebec,42,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,40-49
Ontario,22,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Likely to vote,18-29
Ontario,23,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,18-29
Alberta,32,A woman,Bachelor's degree,NA,NA,NA,6,Unlikely to vote,30-39
Ontario,39,A woman,Some university,Liberal Party,1,0,NA,Likely to vote,30-39
Ontario,19,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,5,Unlikely to vote,18-29
British Columbia,65,A woman,Master's degree,ndp,1,0,10,Certain to vote,60-69
Ontario,43,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,Unlikely to vote,40-49
British Columbia,51,A woman,Master's degree,ndp,1,0,7,Certain to vote,50-59
Ontario,58,A woman,Completed secondary/ high school,Liberal Party,1,0,6,Certain to vote,50-59
Ontario,25,A woman,Master's degree,ndp,0,0,7,Certain to vote,18-29
British Columbia,48,A man,"Some technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,40-49
Alberta,52,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,NA,Certain to vote,50-59
Nova Scotia,33,A woman,Some secondary/ high school,People's Party,0,0,7,Certain to vote,30-39
Quebec,45,A woman,Some university,ndp,0,0,5,Certain to vote,40-49
Ontario,19,A woman,Completed secondary/ high school,ndp,1,0,10,Certain to vote,18-29
Alberta,35,A woman,Some secondary/ high school,ndp,1,1,5,Likely to vote,30-39
Ontario,64,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,10,Certain to vote,60-69
Prince Edward Island,23,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,NA,Certain to vote,18-29
British Columbia,46,A woman,Bachelor's degree,ndp,0,0,4,Certain to vote,40-49
British Columbia,33,A man,"Some technical, community college, CEGEP, College Classique",ndp,1,0,10,Certain to vote,30-39
Alberta,29,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,18-29
Ontario,86,A man,Completed secondary/ high school,Green Party,0,0,8,Certain to vote,80-89
Alberta,21,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Likely to vote,18-29
Alberta,29,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,18-29
Quebec,55,A woman,Master's degree,Bloc Québécois,0,0,6,Certain to vote,50-59
Ontario,23,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,18-29
Ontario,19,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,4,Unlikely to vote,18-29
Manitoba,45,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,40-49
Ontario,58,A woman,Completed secondary/ high school,ndp,0,1,3,Certain to vote,50-59
Manitoba,52,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Quebec,28,A woman,Bachelor's degree,Don't know/ Prefer not to answer,1,0,7,Certain to vote,18-29
Ontario,19,A woman,Some university,Don't know/ Prefer not to answer,0,0,NA,Certain to vote,18-29
Ontario,54,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,50-59
Ontario,68,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,60-69
Quebec,44,A woman,"Completed technical, community college, CEGEP, College Classique",People's Party,0,1,8,Certain to vote,40-49
Saskatchewan,22,A woman,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,18-29
British Columbia,23,A woman,Bachelor's degree,Liberal Party,1,0,3,Certain to vote,18-29
Ontario,57,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,6,Certain to vote,50-59
British Columbia,48,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,18,A woman,Completed secondary/ high school,Green Party,0,0,4,Likely to vote,18-29
Quebec,55,A woman,Professional degree or doctorate,Don't know/ Prefer not to answer,1,0,9,Certain to vote,50-59
Ontario,45,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,40-49
Saskatchewan,39,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,30-39
Quebec,39,A woman,Some university,Don't know/ Prefer not to answer,0,0,8,Certain to vote,30-39
Quebec,66,A man,Completed secondary/ high school,Bloc Québécois,1,0,NA,Likely to vote,60-69
Ontario,66,A man,"Some technical, community college, CEGEP, College Classique",Green Party,1,1,8,Certain to vote,60-69
Quebec,53,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Likely to vote,50-59
Ontario,34,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
Ontario,50,A man,Bachelor's degree,NA,NA,NA,2,Certain not to vote,50-59
Ontario,36,A woman,Completed secondary/ high school,ndp,1,1,7,Certain to vote,30-39
Saskatchewan,43,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,1,4,Certain to vote,40-49
Ontario,81,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,80-89
Ontario,50,A man,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,6,Certain to vote,50-59
Ontario,44,A woman,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,40-49
Ontario,19,A woman,"Some technical, community college, CEGEP, College Classique",Green Party,0,1,8,Likely to vote,18-29
Ontario,70,A woman,Some university,Liberal Party,1,0,7,Certain to vote,70-79
Ontario,60,A woman,Completed secondary/ high school,Liberal Party,1,0,10,Certain to vote,60-69
New Brunswick,31,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Saskatchewan,55,A man,Some secondary/ high school,ndp,0,0,3,Certain to vote,50-59
Prince Edward Island,32,A woman,Professional degree or doctorate,Don't know/ Prefer not to answer,0,0,7,Certain to vote,30-39
Ontario,48,A woman,Some secondary/ high school,Don't know/ Prefer not to answer,0,0,3,Likely to vote,40-49
Ontario,39,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,10,Unlikely to vote,30-39
Quebec,23,A woman,Bachelor's degree,ndp,1,0,8,Certain to vote,18-29
Alberta,25,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Likely to vote,18-29
New Brunswick,72,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,3,Certain to vote,70-79
New Brunswick,59,A woman,Master's degree,Liberal Party,1,0,10,Certain to vote,50-59
Ontario,62,A man,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,60-69
Manitoba,52,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,9,Certain to vote,50-59
Manitoba,53,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,1,8,Certain to vote,50-59
British Columbia,42,A man,Completed secondary/ high school,ndp,0,0,7,Likely to vote,40-49
British Columbia,41,A woman,Master's degree,Conservative Party,0,1,6,Certain to vote,40-49
Newfoundland and Labrador,38,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
Ontario,40,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,1,1,9,Certain to vote,40-49
Ontario,19,A woman,Some university,ndp,0,0,4,Likely to vote,18-29
Quebec,43,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,4,Likely to vote,40-49
Nova Scotia,60,A woman,Bachelor's degree,Liberal Party,1,0,6,Certain to vote,60-69
British Columbia,39,A woman,Master's degree,NA,NA,NA,3,Unlikely to vote,30-39
Ontario,65,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,4,Certain to vote,60-69
Manitoba,62,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,6,Certain to vote,60-69
Ontario,67,A woman,Some university,Don't know/ Prefer not to answer,0,0,4,Certain to vote,60-69
British Columbia,45,A woman,Completed secondary/ high school,ndp,0,0,10,Certain to vote,40-49
Ontario,62,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,1,Certain to vote,60-69
Alberta,36,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,5,Certain to vote,30-39
Quebec,35,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Certain to vote,30-39
Ontario,55,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,9,Certain to vote,50-59
Ontario,32,A man,Bachelor's degree,Liberal Party,1,0,9,Likely to vote,30-39
Ontario,36,A man,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,2,Likely to vote,30-39
Nova Scotia,61,A woman,Some secondary/ high school,Don't know/ Prefer not to answer,0,0,NA,Likely to vote,60-69
Ontario,58,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,50-59
Alberta,57,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Ontario,68,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,60-69
Quebec,40,A woman,Completed secondary/ high school,Bloc Québécois,0,0,2,Certain to vote,40-49
Quebec,58,A man,Some university,Green Party,0,0,8,Certain to vote,50-59
Alberta,65,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,60-69
Quebec,55,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,7,Likely to vote,50-59
Ontario,19,A woman,Completed secondary/ high school,Conservative Party,0,1,4,Likely to vote,18-29
Quebec,53,A woman,Some secondary/ high school,Liberal Party,1,0,NA,Certain to vote,50-59
Ontario,22,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,NA,Certain to vote,18-29
Ontario,61,A man,Some university,Conservative Party,0,1,10,Certain to vote,60-69
Manitoba,23,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,18-29
Ontario,49,A man,Some university,Conservative Party,0,1,10,Certain to vote,40-49
Ontario,65,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Certain to vote,60-69
Ontario,37,A woman,Master's degree,ndp,1,1,8,Certain to vote,30-39
Ontario,71,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,70-79
British Columbia,46,A man,Bachelor's degree,Green Party,0,0,6,Certain to vote,40-49
Ontario,27,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,3,Likely to vote,18-29
Quebec,30,A woman,Completed secondary/ high school,Bloc Québécois,0,1,0,Certain to vote,30-39
British Columbia,19,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,1,0,3,Likely to vote,18-29
Alberta,50,A man,Some secondary/ high school,NA,NA,NA,2,Certain not to vote,50-59
Nova Scotia,26,A woman,Some university,Liberal Party,1,0,9,Certain to vote,18-29
British Columbia,39,A woman,Professional degree or doctorate,Conservative Party,0,1,6,Certain to vote,30-39
Saskatchewan,67,A man,Master's degree,Conservative Party,0,1,10,Certain to vote,60-69
New Brunswick,49,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Certain to vote,40-49
Alberta,35,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,30-39
Ontario,30,A woman,Master's degree,Liberal Party,1,0,9,Certain to vote,30-39
British Columbia,72,A man,Completed secondary/ high school,Liberal Party,1,0,8,Likely to vote,70-79
Manitoba,54,A man,Some university,Liberal Party,1,0,5,Certain to vote,50-59
Quebec,31,A man,"Some technical, community college, CEGEP, College Classique",Green Party,0,1,6,Certain to vote,30-39
Alberta,53,A woman,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Ontario,59,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,50-59
Ontario,55,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Likely to vote,50-59
Ontario,34,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,3,Certain not to vote,30-39
Quebec,72,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,70-79
Ontario,30,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,30-39
Ontario,56,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,50-59
Alberta,23,A woman,Master's degree,ndp,1,1,10,Certain to vote,18-29
Ontario,30,A woman,Some secondary/ high school,NA,NA,NA,2,Don't know/ Prefer not to answer,30-39
Nova Scotia,38,A man,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,30-39
Ontario,43,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,40-49
Ontario,49,A woman,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,40-49
Ontario,55,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,50-59
Quebec,40,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Likely to vote,40-49
New Brunswick,21,A man,Completed secondary/ high school,Conservative Party,0,1,7,Likely to vote,18-29
Ontario,57,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,10,Certain to vote,50-59
Ontario,62,A man,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,60-69
British Columbia,85,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,80-89
Ontario,33,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,30-39
Saskatchewan,41,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,4,Certain to vote,40-49
Ontario,28,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,8,Certain to vote,18-29
Alberta,50,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Ontario,26,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,18-29
Saskatchewan,99,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,3,Likely to vote,90-99
British Columbia,66,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,60-69
Quebec,61,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,60-69
Alberta,19,A woman,Professional degree or doctorate,Conservative Party,0,1,7,Likely to vote,18-29
Alberta,55,A man,Professional degree or doctorate,Conservative Party,0,1,9,Certain to vote,50-59
Ontario,47,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,6,Likely to vote,40-49
Ontario,47,A man,"Completed technical, community college, CEGEP, College Classique",ndp,1,1,4,Certain to vote,40-49
Quebec,60,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,8,Certain to vote,60-69
British Columbia,26,A woman,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,18-29
Ontario,43,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,40-49
Ontario,58,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,6,Certain to vote,50-59
Quebec,47,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,40-49
Quebec,78,A man,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,9,Certain to vote,70-79
Alberta,51,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,50-59
Ontario,64,A woman,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,60-69
Saskatchewan,44,A man,Some university,Conservative Party,0,1,8,Likely to vote,40-49
British Columbia,51,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,8,Certain to vote,50-59
Alberta,94,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,90-99
British Columbia,25,A man,Bachelor's degree,NA,NA,NA,NA,Unlikely to vote,18-29
Ontario,50,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,50-59
Alberta,40,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Likely to vote,40-49
Manitoba,40,A woman,"Completed technical, community college, CEGEP, College Classique",ndp,0,1,6,Likely to vote,40-49
British Columbia,41,A woman,Master's degree,Don't know/ Prefer not to answer,0,0,0,Certain to vote,40-49
British Columbia,47,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,4,Unlikely to vote,40-49
Ontario,78,A man,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,70-79
Alberta,32,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,6,Likely to vote,30-39
British Columbia,46,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,40-49
Quebec,20,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,18-29
British Columbia,72,A man,Bachelor's degree,Liberal Party,1,0,NA,Certain to vote,70-79
Quebec,54,A woman,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,0,Certain to vote,50-59
Quebec,65,A man,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,2,Certain not to vote,60-69
Ontario,47,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,NA,Unlikely to vote,40-49
Quebec,31,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,1,Certain to vote,30-39
Ontario,64,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,60-69
Ontario,40,A man,Master's degree,Don't know/ Prefer not to answer,0,0,8,Certain to vote,40-49
Ontario,21,A man,Completed secondary/ high school,Conservative Party,0,1,NA,Certain to vote,18-29
Ontario,38,A woman,Bachelor's degree,Green Party,1,0,6,Certain to vote,30-39
Alberta,70,A man,Professional degree or doctorate,Conservative Party,0,1,10,Certain to vote,70-79
Ontario,43,A woman,Bachelor's degree,Green Party,0,0,6,Certain to vote,40-49
Alberta,75,A woman,Some secondary/ high school,Don't know/ Prefer not to answer,0,0,NA,Likely to vote,70-79
British Columbia,69,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,60-69
Ontario,35,A woman,Some university,Liberal Party,1,0,9,Certain to vote,30-39
British Columbia,26,A man,Bachelor's degree,NA,NA,NA,3,Unlikely to vote,18-29
Ontario,60,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,0,8,Certain to vote,60-69
